	0
Humpty	6
Hunsford	8
Hunsfordbetween	15
Hunter	6
Hunters	7
Huron	5
Hurrah	6
HurrahHere	10
Hurriedly	9
Hurst	5
Hursts	6
Hushaby	7
Hushif	6
Hussey	6
Husseys	7
Huzza	5
Hydriote	8
Hydrus	6
Hyena	5
Hygiene	7
Hyperborean	11
I	1
IAlices	7
ICELAND	7
IF	2
II	2
III	3
IIIAlices	9
IIIThe	6
IIThe	5
IIshmael	8
IMPLIED	7
IN	2
INCIDENTAL	10
INCLUDING	9
INDEMNITY	9
INDIRECT	8
IRS	3
ISHMAEL	7
IThe	4
IV	2
IVThe	5
Ibeing	6
Ibid	4
Ibroke	6
Iceberg	7
Icebergs	8
Iceland	7
Icelandic	9
Icelandno	9
Icy	3
Id	2
Idiot	5
IdontknowhowIcangetthrough	26
If	2
Ifa	3
Ifs	3
Ignorance	9
Ignorant	8
Ill	3
IllIllyes	9
Illinois	8
Illustration	12
Im	2
Imagine	7
Immediately	11
Immemorial	10
Immense	7
Impenetrability	15
Impenetrable	12
Imperial	8
Implacable	10
Importance	10
Importantunimportantunimportant	31
Impossible	10
Impossiblea	11
Imprimis	8
Improving	9
Imprudence	10
Imprudent	9
In	2
Inasmuch	8
Indeed	6
India	5
Indiaman	8
Indiamen	8
Indian	6
Indianfile	10
Indians	7
Indies	6
Indolence	9
Inert	5
Inferable	9
Information	11
Ingin	5
Inlanders	9
Inn	3
InnPeter	8
Innkeeper	9
Innocentsthat	13
Inquisition	11
Inserting	9
Insolent	8
Instances	9
Instantly	9
Instead	7
Insufferable	12
Insurance	9
Interested	10
Internal	8
International	13
Internet	8
Interrupts	10
Interweaving	12
Intimate	8
Into	4
Intolerably	11
Invisible	9
Inward	6
Io	2
Ireland	7
Iright	6
Irish	5
Iron	4
Iroquois	8
Is	2
Isabellas	9
Isaiah	6
Ise	3
Ishmael	7
Ishmaels	8
Island	6
Islanders	9
Islands	7
Isle	4
Isles	5
Isnt	4
Isolato	7
Isolatoes	9
Israel	6
Israelites	10
Issuing	7
Ist	3
Isthmus	7
It	2
Italian	7
Italy	5
Its	3
Ive	3
Iwont	5
Ixion	5
J	1
JABBERWOCKY	11
JAGOS	5
JOHN	4
JUROR	5
JURORS	6
JURY	4
Jack	4
Jackson	7
Jacoba	6
Jaffa	5
Jago	4
Jamess	6
Jane	4
Janefrom	8
Janehis	7
Janeone	7
Janes	5
Janewhich	9
January	7
Japan	5
Japanese	8
Japans	6
Java	4
Javan	5
Jebbs	5
Jeffersons	10
Jenkinson	9
Jenkinsons	10
Jenny	5
Jeremy	6
Jeremys	7
Jerk	4
Jeroboam	8
Jeroboams	9
Jeroboamwhy	11
Jerome	6
Jesu	4
Jesus	5
Jew	3
Jews	4
Jig	3
Jimimi	6
Jimmini	7
Jinglers	8
Job	3
Jobs	4
Joe	3
John	4
Johnny	6
Johnson	7
Jollies	7
Jollily	7
Jonah	5
JonahAnd	8
Jonahs	6
Jonas	5
JonasintheWhale	15
Jonathan	8
Jones	5
Jonesall	8
Jonesey	7
Joness	6
Jonestherefore	14
Joppa	5
Jordan	6
Journal	7
Jove	4
Joves	5
Joy	3
Juan	4
Juba	4
Judea	5
Judge	5
Judges	6
Judgment	8
Judith	6
July	4
Julys	5
Jump	4
Jumped	6
June	4
Jungfrau	8
Junk	4
Jupiter	7
Jury	4
Just	4
Justice	7
Justinian	9
Justinians	10
KIND	4
KING	4
KINGS	5
KNAVE	5
KNAVES	6
Kala	4
Kants	5
Kedron	6
Keehee	6
Keel	4
Keep	4
Keeping	7
Kenilworth	10
Kent	4
Kentuckian	10
Kentucky	8
Kenyon	6
Khan	4
Kick	4
Kill	4
Kille	5
Killed	6
Killer	6
KillerOf	8
Kills	5
King	4
KingPost	8
Kingdom	7
Kings	5
Kingsford	9
Kinross	7
Kit	3
Kitty	5
Kittys	6
Knave	5
Knife	5
Knight	6
Knights	7
Know	4
Kooloo	6
Korah	5
Kraken	6
Kremlin	7
Krusenstern	11
Krusensterns	12
Kympton	7
LASCAR	6
LEWIS	5
LIABILITY	9
LIABLE	6
LICENSE	7
LIMITED	7
LIZZY	5
LONG	4
LONGISLAND	10
LYDIA	5
La	2
Labors	6
Labrador	8
Lacie	5
Lackaday	8
Lacpde	6
Lad	3
Lady	4
Lais	4
Lake	4
Lakeman	7
LakemanBuffalo	14
Lakemans	8
Lakes	5
Lamarter	8
Lamatins	8
Lambs	5
Lambton	7
Lamp	4
Land	4
Landlord	8
Lane	4
Langsdorff	10
Langsdorffs	11
Language	8
Lank	4
Lapland	7
Laplander	9
Laplandish	10
Lascars	7
Lashed	6
Last	4
Late	4
Lately	6
Latin	5
Latter	6
Laugh	5
Laughing	8
Launched	8
Lavater	7
Lavaters	8
Law	3
Laws	4
Lay	3
Lazarus	7
LeClercq	8
Leading	7
Leaning	7
Leap	4
Leaps	5
Learning	8
Least	5
Leave	5
Led	3
Ledyard	7
Lee	3
Leeward	7
Leg	3
Legs	4
Leicester	9
Lent	4
Lents	5
Leo	3
Less	4
Lesson	6
Let	3
Lets	4
Letter	6
Letters	7
Leuwenhoeck	11
Levanter	8
Level	5
Levelling	9
Leviathan	9
Leviathanic	11
Leviathanism	12
Leviathans	10
Leviathanto	11
Lewis	5
Lexicon	7
Leyden	6
Liberties	9
Libra	5
Library	7
License	7
Lieutenant	10
Life	4
LifeBuoy	8
Lifebuoy	8
Lifted	6
Light	5
Lighting	8
Lightning	9
Lights	6
Like	4
Likewise	8
Lima	4
Limeese	7
Line	4
Linefiery	9
Linethey	8
Linnus	6
Linnuss	7
Lion	4
Lionel	6
Listen	6
Lit	3
Literally	9
Literary	8
Little	6
Lively	6
Liverpool	9
Living	6
Lizzy	5
Lizzyif	7
Lizzys	6
Lo	2
Loaded	6
Lobster	7
Lock	4
Lockes	6
Locks	5
Lodge	5
Loftiest	8
Log	3
Logan	5
Lombardy	8
London	6
Londonhis	9
Long	4
LongJohn	8
Longbourn	9
Look	4
Looke	5
Lookee	6
Looking	7
Looks	5
Loom	4
Loomings	8
LooseFish	9
Lord	4
LordVishnoo	11
Lords	5
Lose	4
Lost	4
Lothario	8
Louis	5
Louisa	6
Louisiana	9
Loveliness	10
Low	3
Lower	5
Lowering	8
Lucas	5
Lucases	7
Lucass	6
Lucian	6
Lucifer	7
Luck	4
Lucky	5
Luff	4
Lydia	5
Lydias	6
Lydiathe	8
Lydiawhat	9
Lying	5
Lyingin	7
M	1
MACY	4
MAD	3
MAEL	4
MALTESE	7
MANX	4
MARBLE	6
MARCH	5
MATES	5
MEMORY	6
MERCHANTIBILITY	15
MOBY	4
MOBYDICK	8
MOCK	4
MONTAIGNE	9
MSS	3
MY	2
Maachah	7
Mab	3
Maccabees	9
Macey	5
Maceys	6
Mackinaw	8
Macrocephalus	13
Macy	4
Macys	5
Mad	3
Madam	5
Madame	6
Madman	6
Madness	7
Maelstrom	9
Magian	6
Magnanimous	11
Magnitude	9
Mahomet	7
Main	4
Mainmast	8
Maintop	7
Majesty	7
Make	4
Making	6
Malacca	7
Malay	5
Malays	6
Mamma	5
Mammoth	7
Man	3
Manchester	10
Manhatto	8
Manhattoes	10
Manilla	7
Manillasa	9
Manners	7
ManofWars	9
Mansoul	7
Manx	4
Manxman	7
Manxmanthe	10
Many	4
Mapple	6
March	5
Marchant	8
Marchjust	9
Maria	5
Marias	6
Marine	6
Marius	6
Mark	4
MarkSt	6
Marking	7
Marmora	7
Marten	6
Martha	6
Marthas	7
Martial	7
Martin	6
Mary	4
Maryboy	7
Marys	5
Massa	5
Massachusetts	13
Massacre	8
MastHead	8
Masthead	8
Mastheads	9
Mastodon	8
MatMaker	8
Mate	4
Matlock	7
Matse	5
Matsmai	7
Matter	6
Maury	5
May	3
Maybe	5
Mayday	6
Mayhew	6
Maytime	7
Mazeppa	7
McCLURG	7
McCullochs	10
Me	2
Mealymouthed	12
Mean	4
Meaning	7
Meantime	8
Meanwhile	9
Measured	8
Measurement	11
Mecca	5
Meddling	8
Medes	5
Mediterranean	13
Meets	5
Melan	5
Melancthons	11
Melville	8
Memorial	8
Memory	6
Men	3
Mend	4
Mendanna	8
Mene	4
MenofWar	8
Mephistophelean	15
Merchant	8
Merchantseamen	14
Merely	6
Merrily	7
Merry	5
Merrymad	8
Meryton	7
Meshach	7
Mesopotamian	12
Metcalfs	8
Methinks	8
Methuselah	10
Mexico	6
Michael	7
Michaelmas	10
Michigan	8
Michiganpossess	15
Middle	6
Midnight	8
MidnightThe	11
Midships	8
Midwifery	9
Miguel	6
Miles	5
Militia	7
Milky	5
Millers	7
Mills	5
Mind	4
Mingling	8
Mirabilis	9
Miracle	7
Miriam	6
Miserable	9
Miss	4
Mission	7
Missionary	10
Mississippi	11
Mississippies	13
Missouri	8
Mixed	5
Moans	5
Moby	4
MobyDick	8
Mock	4
Mogul	5
Moguls	6
Mogulship	9
Mohawk	6
Moluccas	8
Monadnock	9
Monday	6
Money	5
MonkeyRope	10
Monongahela	11
Monsieur	8
Monsoons	8
Monstrous	9
Montgomerys	11
Moorish	7
Morals	6
Mordecai	8
More	4
Moreover	8
Morgana	7
Morning	7
Morquan	7
Morrel	6
Morris	6
Moses	5
Mosque	6
Moss	4
Most	4
Mote	4
Mother	6
Mount	5
Mountains	9
Mounttops	9
Mounttopthe	11
Moving	6
Mr	2
Mrs	3
Mt	2
Much	4
Muezzin	7
Muffled	7
Mufti	5
Mungo	5
Mungos	6
Murrays	7
Museum	6
Music	5
Musket	6
Must	4
Muster	6
Mutiny	6
My	2
Myself	6
Mysteriously	12
Mystery	7
Mysticetus	10
N	1
NANTUCKET	9
NATHAN	6
NE	2
NEGLIGENCE	10
NIECE	5
NINE	4
NINESPOT	8
NO	2
NOT	3
NOTICE	6
NOUNA	5
Nail	4
Names	5
Nantucket	9
Nantucketborn	13
Nantucketer	11
Nantucketerever	15
Nantucketers	12
Nantuckois	10
Napoleon	8
Napoleons	9
Narcissus	9
Narragansett	12
Narrative	9
Narwhale	8
Narwhalehowever	15
Nat	3
Nathan	6
National	8
Natural	7
Naturalist	10
Nature	6
Natures	7
Naughts	7
Nay	3
Naythe	6
Near	4
Nearly	6
Needle	6
Neglect	7
Negro	5
Neither	7
Nelson	6
Nescio	6
Neskyeuna	9
Netherfield	11
Netherlands	11
Never	5
Nevertheless	12
New	3
Newby	5
Newcastle	9
Newfoundland	12
Newspaper	9
Next	4
Niagara	7
Niagaras	8
Nicholas	8
Nicholls	8
Nick	4
Nigers	6
Night	5
NightWatch	10
Nightgown	9
Nile	4
Nimble	6
Nimbly	6
Nine	4
Nineveh	7
Nippers	7
No	2
NoI	3
Noah	4
Noahs	5
Nobody	6
Nod	3
Nonchalantly	12
None	4
Nonsense	8
Nor	3
NorWesters	10
Norse	5
North	5
NorthWest	9
Northern	8
Northman	8
Norway	6
Norwegian	9
Nostril	7
Not	3
Notes	5
Nothing	7
Noticing	8
November	8
Now	3
Nowhy	5
Nudging	7
Nun	3
Nut	3
O	1
OCTAVO	6
OCTAVOESThese	13
OF	2
OLD	3
ONE	3
ONLY	4
OR	2
OTHER	5
OTHERS	6
OWNER	5
Oahu	4
Oakes	5
Oakham	6
Oars	4
Oaths	5
Obed	4
Observatory	11
Observing	9
Obstinate	9
Occupied	8
Ocean	5
Oceanica	8
Oceans	6
Ochotsh	7
Octavo	6
October	7
Of	2
Off	3
Office	6
Offshore	8
Oft	3
Often	5
Oh	2
Ohio	4
Old	3
Olmstead	8
Ombay	5
Omen	4
On	2
Once	4
One	3
Online	6
Only	4
Ontario	7
Opening	7
Opens	5
Ophites	7
Opposite	8
Or	2
Ordinaire	9
Oregon	6
Orient	6
Oriental	8
Orientals	9
Original	8
Originally	10
Orion	5
Orleans	7
Other	5
Others	6
Ottoman	7
Our	3
Out	3
Outside	7
Outward	7
Over	4
Overhearing	11
Owen	4
Owing	5
Owners	6
Oxford	6
Oyster	6
Oysters	7
P	1
PACIFIC	7
PARAGRAPH	9
PEHEENUEENUEE	13
PEKEENUEENUEE	13
PG	2
PGLAF	5
PIP	3
PLEASE	6
PM	2
PORTUGUESE	10
POSSIBILITY	11
PREJUDICE	9
PRIDE	5
PRINTING	8
PROJECT	7
PROVIDED	8
PUNITIVE	8
PURPOSE	7
Pacific	7
Pacifics	8
Pactolus	8
Paddles	7
Paean	5
Pagan	5
Pagans	6
Page	4
Painful	7
Paint	5
Painter	7
Palace	6
Pale	4
Paleys	6
Pampas	6
Pan	3
Pandects	8
Pannangians	11
Pantheistic	11
Pantheists	10
Pantheon	8
Panting	7
Paracelsan	10
Paracelsus	10
Paradise	8
Parallel	8
Pardon	6
Paris	5
Park	4
Parliament	10
Parsee	6
Parseea	7
Parseegone	10
Parsees	7
Parseethe	9
Parsonage	9
Parsonagethe	12
Part	4
Partly	6
Partners	8
Pascal	6
Pass	4
Passage	7
Passed	6
Passion	7
Pat	3
Patagonia	9
Patagonian	10
Patience	8
Paul	4
Pauls	5
Peace	5
Peak	4
Pedestrians	11
Pedro	5
Peering	7
Pegu	4
Peleg	5
Pelegs	6
Pelegthats	10
Pelegwho	8
Pemberley	9
Pen	3
Penetrating	11
Penhallow	9
People	6
Peoples	7
Pepper	6
Pequod	6
PequodOn	8
Pequods	7
Pequodthat	10
Pequodthis	10
Perchance	9
Perfectly	9
Perhaps	7
Perish	6
Permain	7
Perry	5
Perseus	7
Persia	6
Persian	7
Persians	8
Persuaded	9
Perth	5
Perths	6
Peru	4
Peruvian	8
Peter	5
Peters	6
Peterson	8
Petrified	9
Pharaohs	8
Phdon	5
Phidiass	8
Phil	4
Philip	6
Philippe	8
Philippine	10
Philips	7
Philistine	10
Philistines	11
Phillips	8
Phillipses	10
Phillipss	9
Philologically	14
Philopater	10
Phrenologist	12
Physeter	8
Physiognomically	16
Physiognomist	13
Physiognomy	11
Picks	5
Picture	7
Pictures	8
Pig	3
Pigfish	7
Pilgrims	8
Pillar	6
Pilot	5
Pinch	5
Pine	4
Pines	5
Pious	5
Pip	3
Pipa	4
Pipe	4
Piphe	5
Pippin	6
Pippoor	7
Pips	4
Pirates	7
Pirohitees	10
Pisces	6
Pitchpoling	11
Pitferren	9
Pity	4
Pizarro	7
Placing	7
Plain	5
Plains	6
Planted	7
Plata	5
Plate	5
Plato	5
Platonian	9
Platonic	8
Platonist	9
Platonists	10
Platos	6
Platt	5
Players	7
Please	6
Pleased	7
Pleaseplease	12
Plenty	6
Pliny	5
Plinys	6
Plowdon	7
Plumpudding	11
Plunge	6
Plutarchs	9
Point	5
Points	6
Poland	6
Polar	5
Pole	4
Polepointed	11
Poles	5
Pollard	7
Polynesia	9
Polynesian	10
Polynesians	11
Pompeys	7
Pontoppodan	11
Pooh	4
Poor	4
Popayan	7
Pope	4
Porpoise	8
PorpoiseA	9
PorpoiseThe	11
PorpoiseThis	12
Porpoises	9
Port	4
Ports	5
Portugal	8
Portuguese	10
Porus	5
Possession	10
Possibly	8
Post	4
PostCaptain	11
PostOffice	10
Posting	7
Postscript	10
Potluck	7
Pots	4
Potters	7
Pottowottamie	13
Potts	5
Pottsfich	9
Pouring	7
Povelson	8
Povelsondeclaring	17
Power	5
Powers	6
Prairie	7
Prairies	8
Pratt	5
Pray	4
Preble	6
Preface	7
Prejudice	9
Preposterous	12
Presbyterian	12
Presently	9
Preserving	10
Presidency	10
Pressing	8
Presuming	9
Preternatural	13
Pretty	6
Prick	5
Pricks	6
Pride	5
Priest	6
Primer	6
Prince	6
Probably	8
Proceed	7
Procopius	9
Procopiuss	10
Prodigies	9
Prodromus	9
Produced	8
Producing	9
Profane	7
Professor	9
Progress	8
Project	7
Projecting	10
Prometheus	10
Promise	7
Proofreading	12
Prophet	7
Propontis	9
Protestant	10
Proud	5
Providence	10
Provoke	7
Prtorians	9
Prynne	6
Psalms	6
Ptolemy	7
Public	6
Published	9
Pudding	7
PuddingHeaded	13
Pull	4
Pulling	7
Pulpit	6
Pulvis	6
Punching	8
Pupella	7
Purchas	7
Puritanic	9
Puritans	8
Purpose	7
Pursuing	8
Push	4
Pushing	7
Pusie	5
Puss	4
Put	3
Puts	4
Putting	7
Pyott	5
Pyrrho	6
Pythagoras	10
Pythagorean	11
QUARTERDECK	11
QUEEN	5
QUEENS	6
QUITO	5
Quadrant	8
Quadrille	9
Quaker	6
Quakeress	9
Quakeresss	10
Quakerish	9
Quakerism	9
Quakers	7
QuarterDeck	11
Quarto	6
Quebec	6
Queen	5
QueenGold	9
Queenpinmoney	13
Queens	6
Queequeg	8
QueequegOh	10
QueequegQueequegall	19
Queequega	9
Queequegall	11
Queequegespecially	18
Queequegin	10
Queequegnot	11
Queequegs	9
Queequegthe	11
Queequegwhy	11
Quick	5
Quietly	7
Quite	5
Quito	5
Quitting	8
Quog	4
Quohog	6
Quoin	5
RABBIT	6
READ	4
RED	3
REFUND	6
REMEDIES	8
REPLACEMENT	11
REPUBLICA	9
RIGHT	5
ROBERT	6
Rabbins	7
Rabbit	6
Rabbitplease	12
Rabelais	8
Rachel	6
Rachels	7
Rad	3
Radney	6
Radneys	7
Rads	4
Rafters	7
Railroads	9
Raimond	7
Rains	5
Raise	5
Raising	7
Ram	3
Ramadan	7
Ramadanbut	10
Ramadans	8
Ramlecherous	12
Ramsgate	8
Randolphs	9
Rape	4
Raphael	7
Rarmai	6
Rather	6
Rattat	6
Rattle	6
Rattler	7
Ray	3
Razor	5
Read	4
Ready	5
Real	4
Reality	7
Really	6
Reappearing	11
Rears	5
Receiving	9
Reckon	6
Reckoning	9
Reclining	9
Recovering	10
Red	3
RedMen	6
Redistributing	14
Redistribution	14
Reduce	6
Reeling	7
Reenters	8
Reference	9
Reflection	10
Refund	6
Regard	6
Regarded	8
Regarding	9
Regent	6
Release	7
Relieved	8
Remark	6
Remember	8
Remembering	11
Remote	6
Removed	7
Removing	8
Rendered	8
Rensselaers	11
Replacement	11
Replaces	8
Report	6
Republican	10
Requiem	7
Requin	6
Resignation	11
Respect	7
Respectively	12
Retaking	8
Retreating	10
Retribution	11
Returning	9
Rev	3
Revenue	7
Revival	7
Reynolds	8
Rhenish	7
Rhodes	6
Rhyme	5
Rib	3
Ribs	4
Rice	4
Richard	7
Richardsons	11
Ridge	5
Ridiculous	10
Rig	3
Rigadig	7
Right	5
Righteousness	13
Rights	6
Rinaldini	9
Rinaldo	7
Ring	4
Rio	3
Riotous	7
Ripplingly	10
Rises	5
Rising	6
Risk	4
River	5
Roanoke	7
Roar	4
Robinson	8
Robinsons	9
Rock	4
Rockaway	8
Rocks	5
Rocky	5
Rodmond	7
Rogerss	7
Rokovoko	8
Roll	4
Roman	5
Romans	6
Rome	4
Romes	5
Romish	6
Rondeletius	11
Room	4
RoseBud	7
RoseRosebutton	14
Rosebud	7
Rosings	7
Ross	4
Round	5
Rousseau	8
Royalty	7
Rue	3
Rule	4
Run	3
Running	7
Runs	4
Russian	7
S	1
SACRED	6
SAILOR	6
SAILORS	7
SAMUEL	6
SCENE	5
SCENES	6
SEND	4
SETH	4
SEVEN	5
SEVENSPOT	9
SHIP	4
SHIPMATES	9
SICILIAN	8
SIR	3
SISTER	6
SPADES	6
SPANISH	7
SPOTS	5
ST	2
START	5
STRICT	6
SUCH	4
SWF	3
Sabbath	7
Sachems	7
Saco	4
Sag	3
SagHarbor	9
Sagittarius	11
Sahara	6
Said	4
Sail	4
Sailing	7
Sailors	7
Saint	5
Sal	3
Saladins	8
Salem	5
Salisbury	9
Sally	5
Salt	4
Sam	3
Same	4
Sammy	5
Samsons	7
Samuel	6
Sands	5
Sandwich	8
Santa	5
Santaheard	10
Sarah	5
Saratoga	8
Sartain	7
Satan	5
Satanic	7
Satans	6
Saturday	8
Saturn	6
Saturns	7
Saul	4
Savage	6
Save	4
Savesouls	9
Saw	3
Saxon	5
Say	3
Says	4
Scaleshappiness	15
Scandinavian	12
Scarborough	11
Scarcely	8
Scene	5
SceneThe	8
Scenes	6
Schmerenburgh	13
School	6
Schoolmasters	13
Schools	7
Schoutens	9
Science	7
Sciences	8
Scoresby	8
Scoresbys	9
Scorning	8
Scorpio	7
Scorpion	8
Scotch	6
Scotchcap	9
Scotland	8
Scragg	6
Screams	7
Screwed	7
Scriptural	10
Scripture	9
Scriptures	10
Scrollwise	10
Sea	3
Seacoal	7
Seaography	10
Seas	4
Seaside	7
SeasonontheLine	15
Seat	4
Seated	6
Sebastian	9
Sebastians	10
Sebond	6
Second	6
Secondly	8
Secretary	9
Section	7
Sections	8
Securing	8
See	3
Seeing	6
Seek	4
Seems	5
Seen	4
Sees	4
Seeva	5
Seizing	7
Seldom	6
Sell	4
Semiramis	9
Senate	6
Senators	8
Send	4
Seneca	6
Senor	5
Sentence	8
Sept	4
September	9
Serious	7
Seriously	9
Sermon	6
Sermons	7
Service	7
Servoss	7
Set	3
Setting	7
Seven	5
Several	7
Seychelle	9
Sh	2
Shadrach	8
Shake	5
Shaker	6
Shakers	7
Shakes	6
Shakespeares	12
Shaking	7
Shall	5
Shame	5
Shant	5
Shark	5
Sharks	6
Shaster	7
She	3
SheetIron	9
Sheffield	9
Shell	5
Shem	4
Sherry	6
Shes	4
Shetland	8
Shifting	8
Ship	4
Shipmate	8
Shipmates	9
Shipped	7
Shipwreck	9
Shirt	5
Shiver	6
Shooting	8
Shore	5
Short	5
Should	6
Shouldnt	8
Shouts	6
Shove	5
Shrouded	8
Shut	4
Siam	4
Siamese	7
Sibbald	7
Sibbalds	8
Siberia	7
Siberian	8
Sicilian	8
Sideways	8
Sighs	5
Signals	7
Signs	5
Sikoke	6
Silence	7
Silent	6
Silently	8
Silly	5
Simeon	6
Simoon	6
Sin	3
Since	5
Sing	4
Single	6
Sings	5
Sink	4
Sir	3
SirClay	7
Sirin	5
Siroh	5
Sirs	4
Sit	3
Sits	4
Sixteen	7
Sixteenth	9
Sixth	5
Skeleton	8
Skies	5
Skin	4
Skrimshander	12
Slabs	5
Slack	5
Slave	5
Slaveship	9
Slaveships	10
Sleep	5
Sleeping	8
Sleet	5
Sleets	6
Slid	4
Slip	4
Slope	5
Slowly	6
Small	5
Smeer	5
Smeerenberg	11
Smells	6
Smiles	6
Smith	5
Smithfield	10
Smuggled	8
Smut	4
Snap	4
Snarles	7
Snatch	6
Snatching	9
Sneeze	6
Snodhead	8
So	2
Societies	9
Society	7
Socratic	8
Sodom	5
Softly	6
Solander	8
Solanders	9
Soles	5
Soloma	6
Solomon	7
SolomonVerily	13
Solomons	8
Some	4
Somebody	8
Somehow	7
Something	9
Sometimes	9
Son	3
Song	4
Sons	4
Sonshow	7
Soon	4
Soooop	6
Sooop	5
Soothed	7
Sorrows	7
Sounding	8
Soup	4
South	5
SouthSea	8
SouthSeamens	12
Southeastward	13
Southern	8
Southerner	10
Sovereign	9
Sowfish	7
Spain	5
Spaina	6
Spaniard	8
Spaniards	9
Spanish	7
Spanishly	9
Speak	5
Speake	6
Special	7
Specksioneer	12
Specksnyder	11
Speech	6
Spell	5
Spencers	8
Sperm	5
SpermWhale	10
Sperma	6
Spermaceti	10
Spermacetti	11
Spermwhalemen	13
Sphinx	6
Sphynx	6
Sphynxs	7
Spin	4
Spinoza	7
Spirit	6
SpiritSpout	11
Spite	5
Spitzbergen	11
Splice	6
Split	5
Spouter	7
SpouterInn	10
Spread	6
Spreads	7
Spring	6
Spurn	5
Spurzheim	9
Squall	6
Square	6
Squaring	8
Squeaking	9
Squeeze	7
Squeezes	8
Squid	5
Squire	6
Squires	7
St	2
Stab	4
Stammering	10
Stamps	6
Stand	5
Standing	8
Starboard	9
Starboleens	11
Starbuck	8
Starbucka	9
Starbuckbut	11
Starbuckluck	12
Starbucks	9
Starbuckseacoal	15
Starbuckstave	13
Starbuckswife	13
Stars	5
Start	5
Started	7
Starting	8
Startled	8
State	5
Statein	7
States	6
StatesGeneral	13
Statesecret	11
Stay	4
Steady	6
Stealing	8
Steed	5
Steel	5
Steelkilt	9
Steelkiltbut	12
Steelkilts	10
Steering	8
Stein	5
Step	4
Stepping	8
Stern	5
Steward	7
Stick	5
Stiggs	6
Still	5
Stir	4
Stirling	8
Stoic	5
Stoics	6
Stoke	5
Stolen	6
Stone	5
Stood	5
Stop	4
Story	5
Stowes	6
Stowing	7
Straffords	10
Straightway	11
Straits	7
Strange	7
Strangest	9
Street	6
Strello	7
Strength	8
Stretched	9
Stretching	10
Strictly	8
Strike	6
Striking	8
Stripped	8
Strong	6
Struck	6
Stubb	5
Stubbcaught	11
Stubbdye	8
Stubbhe	7
Stubbluck	9
Stubbone	8
Stubbs	6
Stubbthats	10
Stuff	5
Stupid	6
Stylites	8
SubSub	6
SubSubLibrarian	15
SubSubs	7
Subject	7
Subtilize	9
Such	4
Sudden	6
Suddenly	8
Sulky	5
Sullenly	8
Sulphur	7
Sultan	6
Sumatra	7
Summer	6
Sunda	5
Sunday	6
Sundayyou	9
Sunset	6
Superior	8
Supper	6
Supperll	8
Supperyou	9
Supplied	8
Suppose	7
Supposing	9
Suppress	8
Suppression	11
Supreme	7
Sure	4
Surely	6
Surgeon	7
Surgeons	8
Surmises	8
Surprise	8
Susan	5
Suspended	9
Sw	2
Swackhammer	11
Swain	5
Swaine	6
Swallow	7
Swamp	5
Sway	4
Swedes	6
Swedish	7
Sweet	5
Swerve	6
Swim	4
Swimming	8
Swing	5
Swiss	5
SwordFish	9
SwordFishthis	13
Sydney	6
Sylla	5
Symphony	8
Syracuse	8
Syren	5
Syrenmade	9
Syrian	6
System	6
T	1
TABLET	6
TAHITAN	7
TALBOT	6
TASHTEGO	8
TELL	4
THAT	4
THE	3
THEE	4
THIS	4
THOSE	5
THREE	5
TO	2
TRADEMARK	9
TURTLE	6
TWEEDLEDEE	10
TWEEDLEDUM	10
TWO	3
TWOSPOT	7
TableRock	9
Tahiti	6
Tahitian	8
Tahitians	9
Tail	4
Tails	5
Take	4
Takes	5
Taking	6
Tales	5
Talk	4
Talking	7
Tall	4
TallSpout	9
Talus	5
Tamerlanes	10
Tanaquil	8
Tarquin	7
Tarquins	8
Tarshish	8
Tarsus	6
Tartar	6
Tartarean	9
Tartarian	9
Tartars	7
Tash	4
Tashtego	8
Tashtegogive	12
Tashtegolike	12
Tashtegos	9
Tastes	6
Tattoo	6
Taurus	6
Team	4
Tease	5
Teasing	7
Tech	4
Teeth	5
Tekel	5
Tell	4
Temperance	10
Tempered	8
Temple	6
Ten	3
Teneriffe	9
Tennessee	9
Tenniel	7
Terms	5
Terra	5
Terrible	8
Terrors	7
Tertiary	8
Testament	9
Texas	5
Texel	5
Tgallant	8
Thames	6
Thank	5
Thanks	6
That	4
Thats	5
The	3
Theater	7
Theatre	7
Thee	4
Their	5
Then	4
Theology	8
There	5
ThereI	6
Thereby	7
Therefore	9
Therein	7
Theres	6
Therestill	10
Theretherethere	15
Thermes	7
These	5
They	4
Theyd	5
Theyll	6
Theyre	6
Thine	5
Things	6
Think	5
Thinking	8
Thinks	6
Third	5
Thirdly	7
Thirst	6
Thirty	6
This	4
Tho	3
Thomas	6
ThorkillHakes	13
Those	5
Thou	4
Though	6
Thought	7
Thoughtless	11
Thoughtlessness	15
Thoust	6
Thrasher	8
ThrasherThis	12
Threading	9
Three	5
Throttling	10
Through	7
Throughout	10
Throw	5
Throwing	8
Thrusted	8
Thrusting	9
Thunder	7
Thundering	10
Thursday	8
Thus	4
Thy	3
TicDollyrow	11
Tied	4
Tierce	6
Tigerlilieswhat	15
Tigris	6
Till	4
Tillie	6
Time	4
Times	5
Timor	5
Tis	3
Tisbury	7
Tish	4
Tistig	6
Titanic	7
Titanism	8
Titans	6
Titbit	6
Title	5
To	2
Tobin	5
Toes	4
Told	4
Tolland	7
Tom	3
Tomahawk	8
Tomorrow	8
Tongatobooarrs	14
Too	3
Tookes	6
Topheavy	8
Tophet	6
Tormentoso	10
Tortoise	8
Touching	8
Towards	7
Tower	5
